TimeElapsed,time,territoryName,totalMandates,availableMandates,numParishes,numParishesApproved,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,votersPercentage,subscribedVoters,totalVoters,pre.blankVotes,pre.blankVotesPercentage,pre.nullVotes,pre.nullVotesPercentage,pre.votersPercentage,pre.subscribedVoters,pre.totalVoters,Party,Mandates,Percentage,validVotesPercentage,Votes,Hondt,FinalMandates
70,2019-10-06 21:20:02,Portalegre,0,2,69,61,764,2.15,682,1.92,52.52,67618,35514,745,1.8,594,1.43,58.11,71253,41404,PCTP/MRPP,0,1.29,1.34,457,0,0
120,2019-10-06 22:10:01,Vila Real,5,0,197,197,2257,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,CDS-PP,0,4.5,4.72,4510,0,0
130,2019-10-06 22:20:02,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,IL,0,0.66,0.69,490,0,0
95,2019-10-06 21:45:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,A,0,0.39,0.41,252,0,0
250,2019-10-07 00:20:02,Santarém,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,L,0,0.86,0.91,1782,0,0
260,2019-10-07 00:30:02,Lisboa,48,0,134,134,23702,2.15,16081,1.46,57.33,1921047,1101346,22176,1.92,17112,1.49,60.6,1900982,1152050,PCP-PEV,4,7.79,8.08,85789,4,4
190,2019-10-06 23:20:01,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,L,0,0.56,0.59,287,0,0
45,2019-10-06 20:55:01,Bragança,0,3,226,195,806,2.07,881,2.27,44.39,87609,38886,718,1.64,858,1.96,46.74,93459,43680,CDS-PP,0,4.57,4.77,1776,0,0
25,2019-10-06 20:35:02,Aveiro,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,MPT,0,0.11,0.12,7,0,0
35,2019-10-06 20:45:02,Viana do Castelo,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,PCTP/MRPP,0,0.49,0.52,154,0,0
120,2019-10-06 22:10:01,Braga,12,7,347,333,13009,3.08,7335,1.73,59.66,709130,423050,9630,2.23,5533,1.28,60.02,720296,432291,PPM,0,0.09,0.09,368,0,0
155,2019-10-06 22:45:01,Porto,26,14,243,235,18005,2.3,13170,1.68,58.47,1340833,783964,15731,1.96,11858,1.48,60.17,1335290,803491,PAN,1,3.32,3.46,26037,1,1
185,2019-10-06 23:15:01,Setúbal,7,11,55,49,6807,2.15,4997,1.58,53.35,594021,316934,5946,1.76,5070,1.5,57.97,582621,337742,A,0,0.74,0.77,2352,0,0
155,2019-10-06 22:45:01,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,MPT,0,0.17,0.18,209,0,0
250,2019-10-07 00:20:02,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,PPD/PSD,0,17.48,18.14,12937,0,0
165,2019-10-06 22:55:02,Lisboa,25,23,134,118,18434,2.22,12535,1.51,56.61,1468406,831301,16962,1.95,13135,1.51,59.99,1451192,870623,PCP-PEV,2,7.84,8.14,65169,4,4
20,2019-10-06 20:30:02,Coimbra,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,MAS,0,0.17,0.18,18,0,0
140,2019-10-06 22:30:01,Porto,20,20,243,228,15904,2.31,11848,1.72,58.21,1181384,687690,13669,1.94,10475,1.48,59.93,1177141,705451,R.I.R.,0,1.28,1.34,8812,0,0
120,2019-10-06 22:10:01,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,R.I.R.,0,0.6,0.63,458,0,0
85,2019-10-06 21:35:01,Santarém,3,6,141,134,5085,2.97,3359,1.96,54.77,313074,171481,4247,2.25,3341,1.77,58.16,325149,189092,PS,2,37.7,39.65,64652,4,4
240,2019-10-07 00:10:02,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,PTP,0,0.22,0.24,171,0,0
220,2019-10-06 23:50:02,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,PDR,0,0.21,0.22,359,0,0
90,2019-10-06 21:40:02,Bragança,0,3,226,219,941,1.99,1101,2.33,44.71,105645,47230,876,1.66,1051,1.99,47.02,112240,52770,A,0,0.3,0.31,142,0,0
15,2019-10-06 20:25:02,Porto,0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,168,1.36,213,1.73,55.08,22356,12314,CDS-PP,0,3.33,3.47,385,1,1
210,2019-10-06 23:40:01,Porto,32,8,243,242,20665,2.28,14809,1.63,58.64,1548193,907812,18317,1.97,13649,1.46,60.29,1545878,932006,A,0,0.46,0.48,4203,0,0
180,2019-10-06 23:10:02,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,A,0,0.52,0.54,267,0,0
135,2019-10-06 22:25:01,Coimbra,5,4,155,154,6229,3.44,3577,1.97,52.72,343845,181289,5328,2.7,3294,1.67,55.46,355353,197073,A,0,1.04,1.1,1882,0,0
80,2019-10-06 21:30:01,Faro,1,8,67,57,3228,2.99,2030,1.88,45.97,235033,108041,2840,2.37,2034,1.7,51.44,233261,119995,PS,1,37.65,39.57,40675,5,5
140,2019-10-06 22:30:01,Aveiro,8,8,147,132,8703,3.01,5239,1.81,54.48,530823,289182,7639,2.52,5083,1.68,56.39,538092,303423,PPD/PSD,4,33.81,35.52,97759,7,6
130,2019-10-06 22:20:02,Coimbra,5,4,155,153,6177,3.44,3550,1.98,52.78,340274,179587,5280,2.71,3269,1.68,55.49,351685,195157,MAS,0,0.12,0.12,212,0,0
10,2019-10-06 20:20:02,Viseu,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,PNR,0,0.17,0.18,99,0,0
85,2019-10-06 21:35:01,Aveiro,4,12,147,102,5886,3.09,3531,1.86,54.0,352297,190251,5095,2.54,3431,1.71,55.95,358515,200579,PAN,0,2.86,3.01,5446,0,0
0,2019-10-06 20:10:02,Leiria,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,MPT,0,0.23,0.24,17,0,0
180,2019-10-06 23:10:02,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,CH,0,0.84,0.88,533,0,0
215,2019-10-06 23:45:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PCTP/MRPP,0,1.35,1.4,865,0,0
205,2019-10-06 23:35:02,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,PTP,0,0.22,0.24,171,0,0
55,2019-10-06 21:05:01,Viana do Castelo,2,4,208,183,2636,2.97,1601,1.8,49.6,178856,88710,2364,2.52,1603,1.71,49.48,189761,93897,PPM,0,0.19,0.2,165,0,0
60,2019-10-06 21:10:01,Setúbal,0,18,55,23,899,2.43,533,1.44,52.14,70885,36962,696,1.67,505,1.22,57.8,71900,41560,PCP-PEV,0,19.51,20.3,7213,4,3
180,2019-10-06 23:10:02,Santarém,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,A,0,0.82,0.86,1698,0,0
165,2019-10-06 22:55:02,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,L,0,0.92,0.98,2050,0,0
110,2019-10-06 22:00:02,Açores,2,3,156,147,3583,4.78,1229,1.64,36.25,206711,74932,2776,3.28,1448,1.71,41.13,205517,84523,MPT,0,0.38,0.41,284,0,0
55,2019-10-06 21:05:01,Viseu,2,6,277,257,3689,2.76,2847,2.13,50.43,265063,133681,3111,2.14,2742,1.89,50.45,287532,145063,PS,1,35.58,37.41,47561,4,4
215,2019-10-06 23:45:02,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,PAN,0,4.77,5.0,8238,0,0
240,2019-10-07 00:10:02,Território Nacional,210,16,3092,3088,128360,2.55,87677,1.75,54.45,9227156,5024053,111410,2.1,85545,1.61,56.93,9323907,5307843,JPP,0,0.2,0.21,9945,0,0
240,2019-10-07 00:10:02,Território Nacional,210,16,3092,3088,128360,2.55,87677,1.75,54.45,9227156,5024053,111410,2.1,85545,1.61,56.93,9323907,5307843,PCP-PEV,10,6.36,6.65,319726,15,12
30,2019-10-06 20:40:02,Portalegre,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,CDS-PP,0,3.08,3.2,225,0,0
10,2019-10-06 20:20:02,Bragança,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,R.I.R.,0,0.68,0.71,96,0,0
110,2019-10-06 22:00:02,Madeira,2,4,54,53,625,0.54,2064,1.77,50.28,231627,116469,902,0.8,3255,2.89,48.78,230528,112456,IL,0,0.65,0.67,757,0,0
50,2019-10-06 21:00:01,Beja,0,3,75,70,1110,2.06,926,1.71,51.77,104307,54000,1011,1.6,966,1.53,57.57,109501,63043,MPT,0,0.27,0.28,148,0,0
230,2019-10-07 00:00:02,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,JPP,0,0.48,0.51,587,0,0
35,2019-10-06 20:45:02,Bragança,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,PCP-PEV,0,1.62,1.69,228,0,0
20,2019-10-06 20:30:02,Évora,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,CH,0,1.73,1.78,139,0,0
180,2019-10-06 23:10:02,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,PCP-PEV,0,2.12,2.22,1347,0,0
185,2019-10-06 23:15:01,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,PNR,0,0.19,0.19,862,0,0
260,2019-10-07 00:30:02,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,PCTP/MRPP,0,0.55,0.58,671,0,0
220,2019-10-06 23:50:02,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,PS,5,36.75,38.53,63469,5,5
150,2019-10-06 22:40:02,Leiria,5,5,110,109,7521,3.65,4817,2.34,53.39,386248,206209,6352,2.87,4413,2.0,55.84,396094,221181,MAS,0,0.08,0.08,159,0,0
170,2019-10-06 23:00:01,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,CH,0,0.84,0.88,533,0,0
170,2019-10-06 23:00:01,Viseu,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,PAN,0,2.13,2.24,3778,0,0
130,2019-10-06 22:20:02,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,PS,3,34.77,36.51,42392,3,3
225,2019-10-06 23:55:01,Lisboa,39,9,134,132,22963,2.15,15721,1.47,57.07,1867901,1065997,21416,1.92,16667,1.49,60.39,1849653,1116978,PTP,0,0.11,0.11,1153,0,0
35,2019-10-06 20:45:02,Lisboa,0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,119,2.43,104,2.12,58.24,8414,4900,NC,0,0.09,0.09,4,0,0
120,2019-10-06 22:10:01,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PDR,0,0.16,0.16,101,0,0
155,2019-10-06 22:45:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,PNR,0,0.31,0.32,623,0,0
105,2019-10-06 21:55:01,Viana do Castelo,4,2,208,205,3557,2.97,2134,1.78,50.53,237377,119940,3185,2.52,2091,1.65,50.68,249490,126432,B.E.,0,8.49,8.92,10187,0,0
35,2019-10-06 20:45:02,Évora,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,NC,0,0.77,0.8,62,0,0
25,2019-10-06 20:35:02,Viana do Castelo,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,NC,0,0.24,0.26,76,0,0
70,2019-10-06 21:20:02,Açores,0,5,156,100,1924,5.2,558,1.51,37.06,99788,36978,1425,3.35,721,1.7,42.6,99727,42485,PTP,0,0.17,0.18,63,0,0
75,2019-10-06 21:25:02,Lisboa,0,48,134,40,1928,2.97,1310,2.02,56.71,114591,64990,1613,2.38,1243,1.83,59.5,113846,67743,CDS-PP,0,3.97,4.17,2577,2,2
15,2019-10-06 20:25:02,Lisboa,0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,119,2.43,104,2.12,58.24,8414,4900,NC,0,0.09,0.09,4,0,0
5,2019-10-06 20:15:02,Guarda,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,IL,0,0.51,0.54,151,0,0
240,2019-10-07 00:10:02,Viseu,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,PPD/PSD,4,36.24,38.1,64373,4,4
145,2019-10-06 22:35:01,Território Nacional,144,82,3092,3023,110534,2.63,76076,1.81,54.0,7796521,4209972,94860,2.13,73247,1.64,56.37,7903049,4455240,L,0,0.95,1.0,40140,2,1
210,2019-10-06 23:40:01,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,NC,0,0.26,0.28,583,0,0
185,2019-10-06 23:15:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,CH,0,0.9,0.95,1836,0,0
200,2019-10-06 23:30:01,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,PCP-PEV,0,4.27,4.54,9534,0,0
195,2019-10-06 23:25:02,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,JPP,0,0.09,0.09,411,0,0
125,2019-10-06 22:15:01,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,PPM,0,0.15,0.16,114,0,0
120,2019-10-06 22:10:01,Açores,2,3,156,153,3824,4.75,1317,1.64,36.4,221158,80503,2964,3.27,1526,1.69,41.18,219764,90509,IL,0,0.66,0.7,531,0,0
25,2019-10-06 20:35:02,Braga,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,PPD/PSD,0,37.09,39.57,11384,8,8
55,2019-10-06 21:05:01,Aveiro,0,16,147,68,3144,3.19,1804,1.83,53.77,183245,98537,2657,2.55,1731,1.66,55.58,187823,104391,PNR,0,0.21,0.22,208,0,0
215,2019-10-06 23:45:02,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,CDS-PP,1,4.11,4.32,19127,1,1
60,2019-10-06 21:10:01,Santarém,1,8,141,115,3698,2.89,2496,1.95,54.45,235365,128165,3081,2.16,2532,1.78,57.93,245717,142352,PCTP/MRPP,0,0.77,0.81,987,0,0
155,2019-10-06 22:45:01,Viseu,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,PCP-PEV,0,2.3,2.41,4081,0,0
100,2019-10-06 21:50:01,Viseu,4,4,277,273,4839,2.78,3597,2.07,51.04,340875,173982,4106,2.2,3541,1.9,51.21,364336,186588,B.E.,0,7.86,8.26,13672,0,0
200,2019-10-06 23:30:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,PCTP/MRPP,0,0.61,0.62,790,0,0
255,2019-10-07 00:25:01,Território Nacional,217,9,3092,3091,129073,2.55,88296,1.74,54.45,9303887,5065806,112090,2.09,86149,1.61,56.95,9401620,5354009,PNR,0,0.3,0.31,15206,0,0
155,2019-10-06 22:45:01,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,PPM,0,0.1,0.11,80,0,0
205,2019-10-06 23:35:02,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,L,0,0.94,1.0,1926,0,0
175,2019-10-06 23:05:01,Faro,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,PPM,0,0.24,0.25,407,0,0
190,2019-10-06 23:20:01,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PPM,0,0.15,0.15,95,0,0
125,2019-10-06 22:15:01,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,PTP,0,0.22,0.24,171,0,0
130,2019-10-06 22:20:02,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,PAN,0,2.38,2.5,2231,0,0
15,2019-10-06 20:25:02,Setúbal,0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,42,1.19,40,1.14,55.21,6383,3524,PDR,0,0.25,0.25,7,0,0
165,2019-10-06 22:55:02,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,PAN,0,1.95,2.03,1446,0,0
160,2019-10-06 22:50:01,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,B.E.,0,7.81,8.25,5990,0,0
240,2019-10-07 00:10:02,Porto,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,MPT,0,0.18,0.19,1721,0,0
205,2019-10-06 23:35:02,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,R.I.R.,0,0.75,0.78,3469,0,0
10,2019-10-06 20:20:02,Aveiro,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,L,0,0.39,0.41,25,0,0
260,2019-10-07 00:30:02,Açores,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,PPD/PSD,2,30.21,32.26,25249,2,2
100,2019-10-06 21:50:01,Madeira,2,4,54,52,599,0.54,1994,1.78,50.11,223114,111803,859,0.8,3125,2.9,48.6,221905,107842,PDR,0,0.33,0.33,365,0,0
245,2019-10-07 00:15:01,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,PAN,0,2.36,2.48,2876,0,0
120,2019-10-06 22:10:01,Açores,2,3,156,153,3824,4.75,1317,1.64,36.4,221158,80503,2964,3.27,1526,1.69,41.18,219764,90509,B.E.,0,7.94,8.48,6394,0,0
150,2019-10-06 22:40:02,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,PPD/PSD,3,37.15,38.03,48231,3,3
220,2019-10-06 23:50:02,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,R.I.R.,0,0.6,0.63,458,0,0
210,2019-10-06 23:40:01,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,CH,0,2.22,2.31,1645,0,0
200,2019-10-06 23:30:01,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,CDS-PP,1,5.69,5.98,20045,1,1
95,2019-10-06 21:45:02,Braga,10,9,347,319,11506,3.08,6589,1.76,59.73,625247,373460,8455,2.21,4861,1.27,59.93,637513,382083,PTP,0,0.12,0.12,433,0,0
15,2019-10-06 20:25:02,Viseu,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,NC,0,0.17,0.18,98,0,0
20,2019-10-06 20:30:02,Santarém,0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,525,2.03,530,2.05,59.47,43503,25872,PURP,0,0.25,0.26,57,0,0
220,2019-10-06 23:50:02,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,A,0,0.53,0.56,406,0,0
245,2019-10-07 00:15:01,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.88,415065,223632,6902,2.89,4699,1.97,56.26,423801,238433,PDR,0,0.24,0.26,546,0,0
155,2019-10-06 22:45:01,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,PDR,0,0.23,0.24,281,0,0
225,2019-10-06 23:55:01,Setúbal,10,8,55,52,7511,2.13,5422,1.54,53.58,657503,352316,6587,1.75,5575,1.48,58.22,646295,376244,MPT,0,0.28,0.3,1002,0,0
25,2019-10-06 20:35:02,Madeira,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,PS,0,39.84,40.74,2821,3,3
220,2019-10-06 23:50:02,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,PPM,0,0.22,0.23,490,0,0
0,2019-10-06 20:10:02,Castelo Branco,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,IL,0,0.35,0.37,87,0,0
240,2019-10-07 00:10:02,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,MPT,0,0.24,0.25,226,0,0
55,2019-10-06 21:05:01,Évora,0,3,69,59,832,2.08,596,1.49,54.16,73842,39990,678,1.45,582,1.25,60.18,77584,46690,PPD/PSD,0,14.52,15.06,5806,0,0
135,2019-10-06 22:25:01,Coimbra,5,4,155,154,6229,3.44,3577,1.97,52.72,343845,181289,5328,2.7,3294,1.67,55.46,355353,197073,PCP-PEV,0,5.34,5.65,9681,0,0
210,2019-10-06 23:40:01,Vila Real,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,B.E.,0,6.06,6.36,6078,0,0
120,2019-10-06 22:10:01,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PAN,0,1.97,2.05,1269,0,0
215,2019-10-06 23:45:02,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,JPP,0,0.07,0.08,264,0,0
50,2019-10-06 21:00:01,Madeira,0,6,54,38,248,0.55,854,1.88,50.27,90256,45373,389,0.89,1273,2.92,47.9,91119,43643,IL,0,0.46,0.47,210,0,0
20,2019-10-06 20:30:02,Viana do Castelo,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,PTP,0,0.2,0.21,64,0,0
140,2019-10-06 22:30:01,Açores,5,0,156,155,3908,4.72,1346,1.63,36.45,227182,82806,3027,3.25,1567,1.68,41.2,225748,93009,PCTP/MRPP,0,0.63,0.67,522,0,0
245,2019-10-07 00:15:01,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,PAN,0,1.95,2.03,1446,0,0
50,2019-10-06 21:00:01,Território Nacional,16,210,3092,2302,44021,2.76,32205,2.02,52.49,3034550,1592854,36610,2.12,30204,1.75,54.4,3167533,1722982,CH,0,1.1,1.16,17539,2,1
150,2019-10-06 22:40:02,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,PDR,0,0.13,0.14,103,0,0
195,2019-10-06 23:25:02,Porto,31,9,243,241,20361,2.29,14624,1.65,58.71,1512448,887919,17955,1.97,13394,1.47,60.39,1507259,910159,CDS-PP,1,3.35,3.49,29747,1,1
250,2019-10-07 00:20:02,Porto,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,R.I.R.,0,1.13,1.17,10545,0,0
195,2019-10-06 23:25:02,Porto,31,9,243,241,20361,2.29,14624,1.65,58.71,1512448,887919,17955,1.97,13394,1.47,60.39,1507259,910159,MPT,0,0.18,0.19,1638,0,0
140,2019-10-06 22:30:01,Viseu,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,PAN,0,2.12,2.23,3771,0,0
145,2019-10-06 22:35:01,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,PTP,0,0.16,0.17,101,0,0
125,2019-10-06 22:15:01,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PDR,0,0.16,0.16,101,0,0
60,2019-10-06 21:10:01,Aveiro,2,14,147,80,3886,3.16,2330,1.9,54.16,226818,122840,3328,2.56,2277,1.75,55.91,232727,130111,PCP-PEV,0,2.6,2.74,3193,0,0
225,2019-10-06 23:55:01,Território Nacional,209,17,3092,3087,128180,2.56,87563,1.75,54.44,9210758,5014231,111232,2.1,85420,1.61,56.92,9308618,5298123,PAN,3,3.27,3.41,163768,8,4
85,2019-10-06 21:35:01,Leiria,2,8,110,90,5507,3.77,3540,2.42,53.72,271857,146047,4552,2.9,3231,2.06,55.87,281361,157209,PNR,0,0.28,0.3,413,0,0
70,2019-10-06 21:20:02,Guarda,0,3,242,238,1672,2.68,1716,2.75,49.3,126542,62382,1442,2.03,1648,2.32,51.21,138524,70936,NC,0,0.15,0.16,95,0,0
195,2019-10-06 23:25:02,Lisboa,35,13,134,129,22113,2.17,15139,1.49,56.98,1784826,1016952,20534,1.93,16000,1.5,60.37,1765391,1065786,NC,0,0.25,0.26,2500,0,0
35,2019-10-06 20:45:02,Território Nacional,0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,6226,1.91,6271,1.92,51.97,626876,325776,L,0,0.48,0.5,1391,1,1
